store_id,sku_id,category,subcategory,brand,stock_on_hand,reorder_point,safety_stock,forecast_8_week_demand,stock_coverage_ratio,forecast_stockout_risk,forecast_overstock_risk,recommended_action,cost_price,stockout_units_at_risk,overstock_units_at_risk,stockout_value_at_risk,overstock_value_at_risk,total_value_at_stake
ST08,SKU00325,Health & Wellness,Vitamins & Supplements,SoftTouch,65,44,21,136.27014180415998,0.4769937063206,HIGH,LOW,Reorder Now,405.33,71.27014180415998,0.0,28887.92657748016,0.0,28887.92657748016
ST09,SKU00765,Health & Wellness,First Aid,NovaFresh,122,47,17,71.17969344182404,1.7139719785350291,LOW,MEDIUM,Watch / Reduce Orders,584.76,0.0,50.82030655817596,0.0,29717.682462958972,29717.682462958972
ST21,SKU00855,Beverages,Bottled Water,NutriPlus,432,82,35,57.148245930245885,7.5592871306547424,LOW,HIGH,Clear / Markdown,105.98,0.0,374.8517540697541,0.0,39726.788896312544,39726.788896312544
ST27,SKU04358,Health & Wellness,First Aid,NutriPlus,20,85,42,192.8638069738544,0.10370012037930633,HIGH,LOW,Reorder Now,261.74,172.8638069738544,0.0,45245.372837336654,0.0,45245.372837336654
ST16,SKU03068,Home Care,Pest Control,GreenValley,249,92,34,74.39138485429771,3.3471617780431044,LOW,HIGH,Clear / Markdown,137.54,0.0,174.6086151457023,0.0,24015.66892713989,24015.66892713989
ST19,SKU00955,Dairy & Bakery,Eggs,ZestyCo,45,34,10,57.6523605622591,0.7805404594215055,HIGH,LOW,Reorder Now,277.85,12.652360562259098,0.0,3515.4583822236905,0.0,3515.4583822236905
ST08,SKU02473,Beverages,Energy Drinks,ZestyCo,51,75,31,110.9973402280871,0.45947046924908935,HIGH,LOW,Reorder Now,110.64,59.9973402280871,0.0,6638.105722835557,0.0,6638.105722835557
ST15,SKU04013,Frozen Foods,Ice Cream,GoldenHarvest,12,42,15,61.300422683624795,0.19575721462693216,HIGH,LOW,Reorder Now,346.14,49.300422683624795,0.0,17064.848307709886,0.0,17064.848307709886
ST09,SKU04428,Snacks & Confectionery,Chips & Crisps,EliteHome,18,43,11,67.10496835249819,0.26823647252833993,HIGH,LOW,Reorder Now,48.34,49.10496835249819,0.0,2373.7341701597625,0.0,2373.7341701597625
ST17,SKU01857,Home Care,Air Fresheners,ValueChoice,124,45,21,66.70495744665826,1.8589323004839438,LOW,MEDIUM,Watch / Reduce Orders,197.44,0.0,57.295042553341744,0.0,11312.333201731793,11312.333201731793
ST29,SKU04512,Frozen Foods,Ice Cream,CrispKing,125,50,17,68.75896548469095,1.8179447453704203,LOW,MEDIUM,Watch / Reduce Orders,278.89,0.0,56.24103451530905,0.0,15685.06211597454,15685.06211597454
ST12,SKU03935,Frozen Foods,Frozen Meat,PrimeCare,107,23,5,64.20827536126801,1.6664518615079482,LOW,MEDIUM,Watch / Reduce Orders,338.21,0.0,42.79172463873199,0.0,14472.589190065546,14472.589190065546
ST16,SKU02052,Grocery,Pulses & Lentils,ValueChoice,228,91,33,325.8346921453383,0.6997413274161144,HIGH,LOW,Reorder Now,157.77,97.8346921453383,0.0,15435.379379770024,0.0,15435.379379770024
ST27,SKU04678,Frozen Foods,Ready Meals,EliteHome,161,79,26,72.70174890713608,2.2145271939145466,LOW,HIGH,Clear / Markdown,169.85,0.0,88.29825109286392,0.0,14997.457948122936,14997.457948122936
ST05,SKU00410,Home & Kitchen,Cookware,SparkleClean,28,94,41,112.39278979412266,0.24912630117367368,HIGH,LOW,Reorder Now,763.62,84.39278979412266,0.0,64444.02214258795,0.0,64444.02214258795
ST02,SKU02540,Stationery & Office,Office Supplies,FreshFarm,20,41,14,87.8974251677415,0.22753795076286298,HIGH,LOW,Reorder Now,238.43,67.8974251677415,0.0,16188.783082744607,0.0,16188.783082744607
ST14,SKU03974,Dairy & Bakery,Cheese,NovaFresh,125,65,14,92.0290640736015,1.358266556965412,LOW,LOW,Healthy,178.31,0.0,32.9709359263985,0.0,0.0,0.0
ST15,SKU00850,Frozen Foods,Frozen Vegetables,GoldenHarvest,117,83,29,73.89751838532968,1.5832737357960742,LOW,MEDIUM,Watch / Reduce Orders,497.35,0.0,43.102481614670324,0.0,21437.019231056285,21437.019231056285
ST30,SKU04882,Home & Kitchen,Cookware,MetroBrand,138,60,15,96.83283445618682,1.4251364299620886,LOW,LOW,Healthy,798.64,0.0,41.167165543813184,0.0,0.0,0.0
ST29,SKU01132,Electronics & Accessories,Mobile Accessories,SoftTouch,251,89,29,72.73755158636457,3.4507622888842553,LOW,HIGH,Clear / Markdown,224.23,0.0,178.2624484136354,0.0,39971.78880778947,39971.78880778947
ST01,SKU04958,Stationery & Office,Notebooks,CrispKing,199,65,29,63.2128469739206,3.1480942486596186,LOW,HIGH,Clear / Markdown,100.89,0.0,135.7871530260794,0.0,13699.565868801152,13699.565868801152
ST26,SKU03408,Personal Care,Hair Care,CleanWave,27,84,21,81.95632295229834,0.32944376989332497,HIGH,LOW,Reorder Now,153.18,54.956322952298336,0.0,8418.20954983306,0.0,8418.20954983306
ST03,SKU03262,Stationery & Office,Office Supplies,SunriseFoods,148,67,17,69.60958593344351,2.1261439500805057,LOW,HIGH,Clear / Markdown,172.74,0.0,78.39041406655649,0.0,13541.160125856968,13541.160125856968
ST07,SKU03222,Snacks & Confectionery,Candy,CleanWave,156,73,29,59.29296447115017,2.6310035497702935,LOW,HIGH,Clear / Markdown,37.84,0.0,96.70703552884983,0.0,3659.394224411678,3659.394224411678
ST30,SKU01520,Electronics & Accessories,Batteries,ValueChoice,114,59,20,113.2331367345631,1.0067724279972439,LOW,LOW,Healthy,647.21,0.0,0.7668632654368963,0.0,0.0,0.0
ST20,SKU04018,Snacks & Confectionery,Candy,CrispKing,314,61,12,61.01156986285558,5.146564835257029,LOW,HIGH,Clear / Markdown,59.88,0.0,252.9884301371444,0.0,15148.947196612207,15148.947196612207
ST12,SKU04102,Personal Care,Bath & Body,CityFresh,100,38,13,69.40910182944148,1.4407332376340112,LOW,LOW,Healthy,208.7,0.0,30.590898170558518,0.0,0.0,0.0
ST28,SKU03755,Home & Kitchen,Storage & Containers,SoftTouch,80,30,15,74.50768520763533,1.0737147420035784,LOW,LOW,Healthy,915.44,0.0,5.492314792364667,0.0,0.0,0.0
ST12,SKU02238,Stationery & Office,Writing Instruments,SunriseFoods,19,78,27,72.77230285467773,0.2610883434311808,HIGH,LOW,Reorder Now,91.43,53.77230285467773,0.0,4916.401650003186,0.0,4916.401650003186
ST18,SKU00215,Beverages,Juices,EliteHome,84,34,8,65.20357164966815,1.2882729868131007,LOW,LOW,Healthy,58.8,0.0,18.79642835033185,0.0,0.0,0.0
ST21,SKU01756,Snacks & Confectionery,Chips & Crisps,EverydayPlus,206,76,31,94.29402616047815,2.18465589378282,LOW,HIGH,Clear / Markdown,108.83,0.0,111.70597383952185,0.0,12156.961132955163,12156.961132955163
ST14,SKU02778,Dairy & Bakery,Cheese,GoldenHarvest,174,63,21,212.98624865571512,0.8169541512572719,HIGH,LOW,Reorder Now,122.48,38.986248655715116,0.0,4775.035735351988,0.0,4775.035735351988
ST20,SKU03933,Apparel & Footwear,Men's Wear,NovaFresh,19,25,11,73.5091188658065,0.2584713338039757,HIGH,LOW,Reorder Now,1596.3,54.5091188658065,0.0,87012.90644548691,0.0,87012.90644548691
ST20,SKU01256,Beverages,Energy Drinks,PurePlus,169,66,17,58.333953710209464,2.8971120462630675,LOW,HIGH,Clear / Markdown,125.21,0.0,110.66604628979053,0.0,13856.495655944671,13856.495655944671
ST23,SKU00671,Grocery,Flour & Atta,FamilyChoice,32,25,12,120.99077203821615,0.2644829804862513,HIGH,LOW,Reorder Now,193.04,88.99077203821615,0.0,17178.778634257244,0.0,17178.778634257244
ST07,SKU01319,Apparel & Footwear,Kids Wear,TrueTaste,54,96,19,85.02297799632913,0.6351224254028299,HIGH,LOW,Reorder Now,1251.62,31.022977996329132,0.0,38828.97971976546,0.0,38828.97971976546
ST04,SKU01827,Stationery & Office,Office Supplies,ValueChoice,314,61,28,71.12853704749023,4.414543206341392,LOW,HIGH,Clear / Markdown,167.65,0.0,242.87146295250977,0.0,40717.40076398826,40717.40076398826
ST11,SKU04277,Dairy & Bakery,Butter & Ghee,CityFresh,89,39,9,139.6112316991534,0.637484526974055,HIGH,LOW,Reorder Now,172.8,50.61123169915339,0.0,8745.620837613707,0.0,8745.620837613707
ST29,SKU01136,Grocery,Sugar & Salt,HealthFirst,138,69,20,216.3055972483983,0.6379862645973294,HIGH,LOW,Reorder Now,223.79,78.3055972483983,0.0,17524.009608219054,0.0,17524.009608219054
ST10,SKU02156,Beverages,Juices,CleanWave,98,53,16,110.63826127711863,0.8857695237503486,HIGH,LOW,Reorder Now,111.66,12.63826127711863,0.0,1411.1882542030662,0.0,1411.1882542030662
ST02,SKU03922,Apparel & Footwear,Men's Wear,NutriPlus,191,91,42,176.62025141080105,1.0814161936376883,LOW,LOW,Healthy,1403.43,0.0,14.379748589198954,0.0,0.0,0.0
ST24,SKU03287,Dairy & Bakery,Cheese,MetroBrand,116,47,19,91.84522164963515,1.2629943933556917,LOW,LOW,Healthy,128.22,0.0,24.15477835036485,0.0,0.0,0.0
ST05,SKU03937,Dairy & Bakery,Eggs,EverydayPlus,22,38,9,235.8390666790829,0.09328395125450703,HIGH,LOW,Reorder Now,144.83,213.8390666790829,0.0,30970.31202713158,0.0,30970.31202713158
ST18,SKU01494,Health & Wellness,First Aid,PremiumSelect,52,57,12,75.37691975257884,0.6898663433142072,HIGH,LOW,Reorder Now,646.36,23.376919752578843,0.0,15109.90585127686,0.0,15109.90585127686
ST08,SKU02031,Electronics & Accessories,Batteries,PureLife,76,55,13,97.1402671225964,0.7823738008058366,HIGH,LOW,Reorder Now,1075.59,21.1402671225964,0.0,22738.25991439346,0.0,22738.25991439346
ST04,SKU00043,Health & Wellness,First Aid,NovaFresh,107,68,26,156.43628577971026,0.6839845338099805,HIGH,LOW,Reorder Now,414.79,49.43628577971026,0.0,20505.67697856602,0.0,20505.67697856602
ST17,SKU04759,Apparel & Footwear,Kids Wear,TrueTaste,102,45,13,75.28372896070162,1.3548744384493012,LOW,LOW,Healthy,733.26,0.0,26.716271039298377,0.0,0.0,0.0
ST05,SKU00786,Stationery & Office,Notebooks,UrbanBite,84,36,18,70.10233838543402,1.198248188785863,LOW,LOW,Healthy,281.86,0.0,13.897661614565976,0.0,0.0,0.0
ST06,SKU04495,Grocery,Cooking Oil,SunriseFoods,110,99,43,80.72464801760749,1.3626569170794902,LOW,LOW,Healthy,208.11,0.0,29.275351982392507,0.0,0.0,0.0
ST08,SKU04480,Personal Care,Oral Care,ZestyCo,52,28,7,68.1920063840366,0.7625527207272923,HIGH,LOW,Reorder Now,431.77,16.192006384036603,0.0,6991.222596435484,0.0,6991.222596435484
ST30,SKU00193,Health & Wellness,First Aid,PremiumSelect,79,73,15,115.13988764994497,0.6861219131998846,HIGH,LOW,Reorder Now,192.29,36.13988764994497,0.0,6949.338996207917,0.0,6949.338996207917
ST24,SKU00503,Snacks & Confectionery,Chips & Crisps,SmartBuy,40,36,11,191.2095407587799,0.20919458224347676,HIGH,LOW,Reorder Now,68.67,151.2095407587799,0.0,10383.559163905416,0.0,10383.559163905416
ST16,SKU01912,Frozen Foods,Frozen Vegetables,SoftTouch,29,67,27,65.35565362003487,0.4437259577970162,HIGH,LOW,Reorder Now,553.59,36.35565362003487,0.0,20126.126287515104,0.0,20126.126287515104
ST25,SKU02771,Dairy & Bakery,Butter & Ghee,SmartBuy,74,37,12,75.68927300580279,0.977681474022438,HIGH,LOW,Reorder Now,51.11,1.6892730058027894,0.0,86.33874332658057,0.0,86.33874332658057
ST20,SKU02959,Home & Kitchen,Storage & Containers,BasicNeeds,5,25,5,73.25306635322352,0.06825652834640654,HIGH,LOW,Reorder Now,1198.96,68.25306635322352,0.0,81832.69643486087,0.0,81832.69643486087
ST22,SKU03201,Beverages,Soft Drinks,PurePlus,66,65,17,95.7385149018089,0.689377729200111,HIGH,LOW,Reorder Now,79.86,29.738514901808898,0.0,2374.9178000584584,0.0,2374.9178000584584
ST24,SKU02601,Snacks & Confectionery,Namkeen,QuickBite,226,76,22,76.7897088321184,2.9431027078653575,LOW,HIGH,Clear / Markdown,19.67,0.0,149.21029116788162,0.0,2934.9664272722316,2934.9664272722316
ST05,SKU00611,Snacks & Confectionery,Chips & Crisps,CrispKing,208,88,38,119.09687510363932,1.7464773934580253,LOW,MEDIUM,Watch / Reduce Orders,64.38,0.0,88.90312489636068,0.0,5723.5831808277,5723.5831808277
ST03,SKU04940,Frozen Foods,Frozen Vegetables,ValueChoice,46,50,12,111.51198467639072,0.4125117146241511,HIGH,LOW,Reorder Now,481.1,65.51198467639072,0.0,31517.81582781158,0.0,31517.81582781158
ST22,SKU01005,Dairy & Bakery,Milk,EliteHome,25,31,9,64.29302037394842,0.38884469658746995,HIGH,LOW,Reorder Now,146.2,39.29302037394842,0.0,5744.639578671259,0.0,5744.639578671259
ST16,SKU02857,Health & Wellness,First Aid,MetroBrand,178,71,26,70.28190591357169,2.53265755511658,LOW,HIGH,Clear / Markdown,360.97,0.0,107.71809408642831,0.0,38883.00042237803,38883.00042237803
ST06,SKU02613,Personal Care,Oral Care,UrbanBite,60,41,15,68.64907714940304,0.8740102925115832,HIGH,LOW,Reorder Now,169.2,8.649077149403041,0.0,1463.4238536789944,0.0,1463.4238536789944
ST02,SKU03152,Dairy & Bakery,Cheese,QuickBite,145,26,6,59.553006434273584,2.4348057080884917,LOW,HIGH,Clear / Markdown,48.46,0.0,85.44699356572642,0.0,4140.761308195102,4140.761308195102
ST22,SKU01756,Snacks & Confectionery,Chips & Crisps,EverydayPlus,114,63,13,94.29402616047815,1.2089843295691334,LOW,LOW,Healthy,108.83,0.0,19.705973839521846,0.0,0.0,0.0
ST20,SKU00971,Grocery,Pulses & Lentils,GoldenHarvest,46,65,27,63.24783998533619,0.7272975647969157,HIGH,LOW,Reorder Now,127.42,17.247839985336192,0.0,2197.719770931538,0.0,2197.719770931538
ST14,SKU04763,Grocery,Cooking Oil,MetroBrand,25,28,9,69.41518170994246,0.36015176196562787,HIGH,LOW,Reorder Now,71.72,44.41518170994246,0.0,3185.4568322370733,0.0,3185.4568322370733
ST28,SKU00049,Personal Care,Oral Care,CityFresh,50,35,7,86.10884300066955,0.5806604555075862,HIGH,LOW,Reorder Now,442.65,36.10884300066955,0.0,15983.579354246376,0.0,15983.579354246376
ST26,SKU01570,Frozen Foods,Ice Cream,GoldenHarvest,67,49,23,76.10407553174338,0.8803733509916164,HIGH,LOW,Reorder Now,605.14,9.104075531743376,0.0,5509.240267279187,0.0,5509.240267279187
ST10,SKU02813,Stationery & Office,Writing Instruments,DailyBest,274,96,20,83.06025954949868,3.298809821762154,LOW,HIGH,Clear / Markdown,174.16,0.0,190.93974045050132,0.0,33254.06519685931,33254.06519685931
ST20,SKU02094,Beverages,Juices,CleanWave,75,37,11,61.676482034845044,1.2160226641595355,LOW,LOW,Healthy,192.47,0.0,13.323517965154956,0.0,0.0,0.0
ST10,SKU02869,Health & Wellness,Vitamins & Supplements,FamilyChoice,21,31,15,67.66448572125734,0.3103548305459548,HIGH,LOW,Reorder Now,650.37,46.664485721257336,0.0,30349.181578534135,0.0,30349.181578534135
ST30,SKU03255,Personal Care,Men's Grooming,SunriseFoods,151,52,16,92.75484473735091,1.627947310219524,LOW,MEDIUM,Watch / Reduce Orders,229.95,0.0,58.24515526264909,0.0,13393.473452646158,13393.473452646158
ST28,SKU00347,Beverages,Coffee,ValueChoice,26,40,16,72.71565812634309,0.3575571021419504,HIGH,LOW,Reorder Now,101.39,46.71565812634309,0.0,4736.500577429925,0.0,4736.500577429925
ST26,SKU01195,Snacks & Confectionery,Chips & Crisps,PureLife,83,97,48,118.13479411385642,0.702587248935364,HIGH,LOW,Reorder Now,135.37,35.134794113856415,0.0,4756.197079192743,0.0,4756.197079192743
ST16,SKU00970,Home Care,Dishwashing,UrbanBite,93,54,13,179.8936781609995,0.5169720300941746,HIGH,LOW,Reorder Now,240.01,86.89367816099951,0.0,20855.351695421494,0.0,20855.351695421494
ST29,SKU00265,Grocery,Pulses & Lentils,CleanWave,110,39,12,74.16984072765959,1.4830825969264694,LOW,LOW,Healthy,165.31,0.0,35.83015927234041,0.0,0.0,0.0
ST03,SKU01846,Grocery,Spices & Seasoning,BasicNeeds,160,58,18,77.69384435902711,2.0593652086596728,LOW,HIGH,Clear / Markdown,114.3,0.0,82.30615564097289,0.0,9407.5935897632,9407.5935897632
ST21,SKU01688,Dairy & Bakery,Milk,FamilyChoice,13,34,8,216.0497588459833,0.06017132381650742,HIGH,LOW,Reorder Now,100.64,203.0497588459833,0.0,20434.92773025976,0.0,20434.92773025976
ST05,SKU02987,Frozen Foods,Ready Meals,NutriPlus,237,91,27,110.76471501866754,2.1396705616951897,LOW,HIGH,Clear / Markdown,552.58,0.0,126.23528498133246,0.0,69755.09377498469,69755.09377498469
ST02,SKU03029,Snacks & Confectionery,Namkeen,ZestyCo,5,33,10,109.32710690046547,0.045734311844107825,HIGH,LOW,Reorder Now,44.8,104.32710690046547,0.0,4673.854389140853,0.0,4673.854389140853
ST28,SKU04516,Apparel & Footwear,Kids Wear,CleanWave,198,89,44,72.27731910477377,2.739448591237559,LOW,HIGH,Clear / Markdown,1193.17,0.0,125.72268089522623,0.0,150008.53116375708,150008.53116375708
ST24,SKU04348,Personal Care,Men's Grooming,HealthFirst,16,46,10,404.01561651419615,0.03960242957449591,HIGH,LOW,Reorder Now,183.92,388.01561651419615,0.0,71363.83218929096,0.0,71363.83218929096
ST04,SKU00768,Apparel & Footwear,Men's Wear,HomeStyle,66,36,16,89.16875071587128,0.7401696162628031,HIGH,LOW,Reorder Now,621.9,23.168750715871283,0.0,14408.646070200351,0.0,14408.646070200351
ST10,SKU00400,Electronics & Accessories,Small Appliances,SoftTouch,210,76,25,178.1194563931051,1.1789840607672604,LOW,LOW,Healthy,1381.15,0.0,31.88054360689489,0.0,0.0,0.0
ST01,SKU01423,Electronics & Accessories,Mobile Accessories,BasicNeeds,327,62,13,58.93818500944445,5.548185780536004,LOW,HIGH,Clear / Markdown,2040.58,0.0,268.06181499055555,0.0,547001.5784334278,547001.5784334278
ST29,SKU03083,Electronics & Accessories,Small Appliances,ZestyCo,110,56,17,77.73595351934368,1.4150466421258703,LOW,LOW,Healthy,419.85,0.0,32.26404648065632,0.0,0.0,0.0
ST02,SKU03883,Dairy & Bakery,Bread,MetroBrand,50,89,23,133.49486641316088,0.3745462379448521,HIGH,LOW,Reorder Now,103.59,83.49486641316088,0.0,8649.233211739336,0.0,8649.233211739336
ST21,SKU01815,Apparel & Footwear,Men's Wear,GoldenHarvest,38,43,13,133.96076632758076,0.28366514347250565,HIGH,LOW,Reorder Now,931.93,95.96076632758076,0.0,89428.71696366233,0.0,89428.71696366233
ST23,SKU01948,Home & Kitchen,Cookware,GoldenHarvest,123,62,27,82.05984176180577,1.498906131905918,LOW,LOW,Healthy,1248.7,0.0,40.94015823819423,0.0,0.0,0.0
ST26,SKU04564,Home Care,Surface Cleaners,SparkleClean,257,99,46,75.21810789900769,3.4167304546541306,LOW,HIGH,Clear / Markdown,50.36,0.0,181.7818921009923,0.0,9154.536086205973,9154.536086205973
ST23,SKU03063,Personal Care,Men's Grooming,NutriPlus,4,44,11,371.300619594938,0.010772941893724039,HIGH,LOW,Reorder Now,214.34,367.300619594938,0.0,78727.214803979,0.0,78727.214803979
ST12,SKU03175,Home Care,Surface Cleaners,ZestyCo,25,66,30,102.62994941864955,0.2435936112373947,HIGH,LOW,Reorder Now,123.07,77.62994941864955,0.0,9553.917874953198,0.0,9553.917874953198
ST16,SKU03227,Frozen Foods,Frozen Vegetables,CleanWave,8,57,23,76.02221360779613,0.10523240011495265,HIGH,LOW,Reorder Now,220.98,68.02221360779613,0.0,15031.548763050789,0.0,15031.548763050789
ST07,SKU04138,Apparel & Footwear,Men's Wear,DailyBest,28,46,9,91.87723103419488,0.30475450429692374,HIGH,LOW,Reorder Now,1594.39,63.87723103419488,0.0,101845.21838860998,0.0,101845.21838860998
ST02,SKU02106,Electronics & Accessories,Small Appliances,NovaFresh,12,31,11,88.87924246405217,0.1350146520977998,HIGH,LOW,Reorder Now,331.79,76.87924246405217,0.0,25507.76385714787,0.0,25507.76385714787
ST24,SKU02723,Apparel & Footwear,Women's Wear,GreenValley,19,23,10,71.2783914707,0.2665604485169986,HIGH,LOW,Reorder Now,2030.93,52.2783914707,0.0,106173.75358958876,0.0,106173.75358958876
ST04,SKU03842,Apparel & Footwear,Women's Wear,PremiumSelect,149,58,23,71.29919648382273,2.0897851216851655,LOW,HIGH,Clear / Markdown,744.29,0.0,77.70080351617727,0.0,57831.93104905558,57831.93104905558
ST28,SKU02536,Home Care,Air Fresheners,FamilyChoice,88,79,18,277.22722917830686,0.31742913659971045,HIGH,LOW,Reorder Now,285.23,189.22722917830686,0.0,53973.282578528466,0.0,53973.282578528466
ST20,SKU03753,Frozen Foods,Ice Cream,SparkleClean,175,62,25,74.09334498386504,2.361885538277546,LOW,HIGH,Clear / Markdown,375.71,0.0,100.90665501613496,0.0,37911.639356112064,37911.639356112064
ST23,SKU01888,Grocery,Flour & Atta,TrueTaste,53,44,12,72.7203699991617,0.7288191740582586,HIGH,LOW,Reorder Now,77.48,19.720369999161704,0.0,1527.934267535049,0.0,1527.934267535049
ST19,SKU00726,Frozen Foods,Frozen Vegetables,CrispKing,98,36,17,114.09452570271483,0.8589369156531594,HIGH,LOW,Reorder Now,538.72,16.094525702714833,0.0,8670.442886566536,0.0,8670.442886566536
ST22,SKU04581,Stationery & Office,Office Supplies,UrbanBite,12,26,12,143.9609918494417,0.08335591361130607,HIGH,LOW,Reorder Now,74.12,131.9609918494417,0.0,9780.94871588062,0.0,9780.94871588062
ST24,SKU03439,Health & Wellness,First Aid,UrbanBite,50,48,13,73.96055276916739,0.6760360506775979,HIGH,LOW,Reorder Now,923.03,23.960552769167393,0.0,22116.30902252458,0.0,22116.30902252458
ST01,SKU03286,Health & Wellness,Vitamins & Supplements,PremiumSelect,409,80,39,67.49469935242544,6.059735118818667,LOW,HIGH,Clear / Markdown,434.11,0.0,341.5053006475746,0.0,148250.8660641186,148250.8660641186
ST16,SKU04401,Grocery,Spices & Seasoning,CrispKing,177,42,18,59.87677876092093,2.956070845205863,LOW,HIGH,Clear / Markdown,117.79,0.0,117.12322123907907,0.0,13795.944229751125,13795.944229751125
ST25,SKU02577,Beverages,Soft Drinks,PrimeCare,86,35,14,73.85827108924406,1.1643922709223036,LOW,LOW,Healthy,75.94,0.0,12.141728910755944,0.0,0.0,0.0
ST01,SKU03516,Home Care,Laundry,GoldenHarvest,8,97,43,72.44178055713365,0.11043350865306976,HIGH,LOW,Reorder Now,108.53,64.44178055713365,0.0,6993.866443865715,0.0,6993.866443865715
ST10,SKU02754,Health & Wellness,OTC Medicine,FreshFarm,158,69,15,207.90961796157663,0.7599456030417971,HIGH,LOW,Reorder Now,550.45,49.90961796157663,0.0,27472.74920694986,0.0,27472.74920694986
ST23,SKU00299,Frozen Foods,Frozen Meat,PrimeCare,46,23,5,74.89239773270536,0.6142145450353487,HIGH,LOW,Reorder Now,648.3,28.892397732705362,0.0,18730.941450112885,0.0,18730.941450112885
ST15,SKU02040,Health & Wellness,Vitamins & Supplements,CityFresh,23,91,38,220.1884457831267,0.10445598050432543,HIGH,LOW,Reorder Now,1157.98,197.1884457831267,0.0,228340.27644794504,0.0,228340.27644794504
ST04,SKU04626,Grocery,Spices & Seasoning,GreenValley,140,81,19,407.2077354779931,0.343804863715724,HIGH,LOW,Reorder Now,268.4,267.2077354779931,0.0,71718.55620229334,0.0,71718.55620229334
ST16,SKU02564,Frozen Foods,Ready Meals,ZestyCo,174,71,29,116.88332650461577,1.4886639968544073,LOW,LOW,Healthy,204.68,0.0,57.116673495384234,0.0,0.0,0.0
ST01,SKU02803,Stationery & Office,Office Supplies,SmartBuy,75,37,13,79.08549947993,0.9483407260901627,HIGH,LOW,Reorder Now,90.75,4.085499479929993,0.0,370.75907780364685,0.0,370.75907780364685
ST26,SKU03924,Stationery & Office,Writing Instruments,GreenValley,92,69,17,77.47055011758584,1.1875480406472028,LOW,LOW,Healthy,204.18,0.0,14.529449882414156,0.0,0.0,0.0
ST17,SKU00918,Health & Wellness,Vitamins & Supplements,CleanWave,55,49,10,121.49069760539305,0.4527095578843603,HIGH,LOW,Reorder Now,1225.01,66.49069760539305,0.0,81451.76947358254,0.0,81451.76947358254
ST18,SKU04999,Personal Care,Oral Care,NovaFresh,62,42,12,70.34411221996318,0.8813815121602291,HIGH,LOW,Reorder Now,262.34,8.34411221996318,0.0,2188.99439978514,0.0,2188.99439978514
ST07,SKU00014,Personal Care,Men's Grooming,EliteHome,33,76,17,61.9428683821389,0.5327489808256197,HIGH,LOW,Reorder Now,126.47,28.942868382138897,0.0,3660.4045642891065,0.0,3660.4045642891065
ST30,SKU01814,Apparel & Footwear,Kids Wear,ValueChoice,24,53,18,103.37906670145438,0.23215531698800254,HIGH,LOW,Reorder Now,490.78,79.37906670145438,0.0,38957.658355739775,0.0,38957.658355739775
ST03,SKU01156,Electronics & Accessories,Batteries,EliteHome,119,89,33,87.907546825667,1.3536949249191734,LOW,LOW,Healthy,1288.0,0.0,31.092453174333002,0.0,0.0,0.0
ST28,SKU00128,Apparel & Footwear,Footwear,CrispKing,124,53,25,73.71295969723958,1.682200803078642,LOW,MEDIUM,Watch / Reduce Orders,459.21,0.0,50.28704030276042,0.0,23092.31177743061,23092.31177743061
ST08,SKU01601,Stationery & Office,Office Supplies,GreenValley,30,21,10,360.90783901995366,0.08312371402479118,HIGH,LOW,Reorder Now,99.46,330.90783901995366,0.0,32912.09366892459,0.0,32912.09366892459
ST29,SKU00316,Stationery & Office,Writing Instruments,PrimeCare,161,54,13,70.07683664164747,2.297478135654255,LOW,HIGH,Clear / Markdown,90.97,0.0,90.92316335835253,0.0,8271.28017070933,8271.28017070933
ST16,SKU02271,Dairy & Bakery,Eggs,MetroBrand,71,29,6,149.2689322050744,0.475651556899034,HIGH,LOW,Reorder Now,206.51,78.2689322050744,0.0,16163.317189669915,0.0,16163.317189669915
ST09,SKU01639,Home Care,Dishwashing,MetroBrand,25,25,6,88.38454287896538,0.28285488826066835,HIGH,LOW,Reorder Now,276.6,63.38454287896538,0.0,17532.164560321824,0.0,17532.164560321824
ST17,SKU02692,Electronics & Accessories,Mobile Accessories,CleanWave,0,49,24,706.225433199274,0.0,HIGH,LOW,Reorder Now,1551.16,706.225433199274,0.0,1095468.642961386,0.0,1095468.642961386
ST04,SKU04587,Grocery,Pulses & Lentils,EverydayPlus,17,27,7,79.69197092410019,0.21332136478580824,HIGH,LOW,Reorder Now,248.89,62.69197092410019,0.0,15603.404643299295,0.0,15603.404643299295
ST08,SKU04683,Personal Care,Hair Care,EverydayPlus,176,60,19,112.42107025536957,1.565542825737275,LOW,MEDIUM,Watch / Reduce Orders,313.99,0.0,63.57892974463043,0.0,19963.14815051651,19963.14815051651
ST18,SKU02319,Grocery,Sugar & Salt,EverydayPlus,158,81,21,74.12172651945232,2.1316287061734167,LOW,HIGH,Clear / Markdown,88.96,0.0,83.87827348054768,0.0,7461.811208829521,7461.811208829521
ST01,SKU02032,Snacks & Confectionery,Candy,PurePlus,290,98,35,58.05098641319224,4.995608480032593,LOW,HIGH,Clear / Markdown,54.68,0.0,231.94901358680775,0.0,12682.972062926649,12682.972062926649
ST17,SKU02827,Home Care,Laundry,EverydayPlus,71,39,11,228.18339427904561,0.31115322928878014,HIGH,LOW,Reorder Now,72.57,157.18339427904561,0.0,11406.79892283034,0.0,11406.79892283034
